overall,wage_eur,international_reputation,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle
79,39000,2,42,51,74,55,82,71,71,35,80,77,52,48,74,74,79,69,38,45,40,81,45,77,58,54,78,59,79,80,42,67,64,79,85,81,77
79,20000,1,75,63,73,71,78,73,81,56,68,77,51,67,69,69,77,75,72,77,74,78,77,81,74,78,69,63,75,81,63,56,66,69,80,76,81
79,61000,2,76,71,79,81,61,67,78,70,60,82,73,82,78,72,75,83,75,76,75,74,73,67,65,75,63,74,66,70,75,80,72,78,50,64,70
79,34000,1,80,59,71,73,77,72,80,53,68,79,38,69,67,59,65,78,78,81,76,69,78,75,73,78,63,62,85,80,66,57,56,69,76,78,79
79,41000,1,68,80,66,73,38,84,69,84,74,74,74,74,62,42,58,74,69,68,66,80,63,80,75,91,82,73,84,34,85,64,64,78,32,39,21
79,14000,2,66,59,74,75,80,80,79,54,74,77,45,75,76,42,75,79,65,66,66,77,60,70,77,84,77,67,81,80,66,69,43,77,82,81,77
79,35000,1,79,74,77,79,60,64,70,77,53,82,59,80,67,54,80,81,81,77,75,72,77,67,72,67,67,78,52,66,77,79,62,61,45,72,59
79,56000,1,63,71,79,75,70,75,73,69,50,82,65,74,73,72,80,80,64,62,69,74,74,71,70,77,74,75,75,71,74,81,73,78,72,74,69+3
79,32000,2,75,80,58,78,43,70,41,82,76,72,81,77,73,64,34,78,76,75,81,77,75,78,77,73,68,79,71,35,80,61,75-5,78,55,33,21
79,94000,2,77,80,76,78,32,69,74,80,68,75,78,79,82,77,70,80,76,78,70,80,73,82,63,70,69,79,67,38,79,81,79,75,25,24,26
79,31000,1,75,78,78,81,59,66,79,79,47,76,75,82,85,81,78,81,76,74,79-3,75,78,82,66,67,66,78,63,45,77,80,65,67,73,58,55
79,41000,2,87,76,76,81,31,62,75,76,43,77,67,82,83,80,74,81,89,86,83,77,78,76,62,68,63,77,52,37,76,74,75,74,25,30,27
79,1000,1,82,66,72,79,75,76,78,60,57,76,55,79,65,50,67,79+1,84,80,75,81,75,75,59,87,75,73,69,77,77+4,71,51,73+1,78,77,75
79,32000,1,55,66,66,66,78,81,53,65,72,79,56,64,48,46,64,76,53,57,46,72,55,77,74,79,84,64,78,80,59,68,50,67,76,82,76
79,20000,2,75,60,73,77,71,78,67,65,32,82,34,74,46,48,77,79,74,75,76,76-1,89,63,77,88,69,54,89,78,64,74,42,83,75,75,76
79,58000,1,57,63,72,70,77,83,62,59,68,80,62,70,66,54,75,76,62,53,62,72,44,69,74,89,80,65,87,80,67,71,60,77,75,80,76
79,26000,3,76,60,75,74,78,76,79,55,71,78,51,74,65,65,74,77,75,77,67,80,67,69,66,82,76,61,71,81,62,72,65,78,76,79,79
79,32000,2,81,82,66,73,38,75,61,86,76,67,71,71,67,60,65,74,78,84,77,74,71,81,87,77,76,80,66,28,82,69,72,78,50,25,25
79,37000,1,62,74,79,77,66,67,73,74,55,83,56,76,80,76,79,80,65,60,71,72,77,73,66,69,64,81,73,74,74,78,68,69,55,75,65
79,38000,1,79,51,70,78,77,67,81,48,69,73,49,78,55,49,75,77,83,76,82,81,75,52,51,85,62,56,62,77,57,61,41,54,79,78,76
79,30000,1,70,48,60,52,79,78,55,51,76,68,44,44,54,50,72,62,67,72,49,79,49,43,88,62,81,51,88,77,24,47,66,70,81,78,81
79,20000,1,71,70,70,72,80,83,52,68,83,78,67,72,64,68,72,74,62,78,67,75,69,75,71,87,82,70,84,72,67,72,72,76,82,84,77
79,26000,1,84,79,65,80,27,66,42,79,73,74,76,82,79,60,56,78,86,82,83,82,69,75,82,80,67,82,43,20,82,75,74,73,27,20,19
78,36000,1,80,60,75,72,74,69,83,56,59,76,41,72,74,74,75,72,82,79,74,75,74,70,66,79,62,63,73,76,62,66,55,74,75,76+1,74+1
78,44000,1,79,67,78,80,63,67,68,70,54,83,62,81,78,59,77,80,79,79,79,77,80,61,61,74,64,67,66,66,71,83,63,78,64,64,63
78,92000,1,64,61,76,80,68,64,70,62,37,80,57,82,69,61,78,83,69,60,70,78,73,57,47,65,60,63,76,76,73,80,55,71,62,77,74
78,39000,1,80,42,65,70,78,77,51,36,73,77,38,66,42,27,75,75,76,84,69,78,66,58,78,76,81,45,69,73,33,66,40,74,80,81,80
78,22000,2,73,71,71,77,78,88,66,64,68,78,60,78,58,48,74,78,71,75,68,76,79,84,79,96,85,72,86,80,76,70,82,76,80,78,74
78,44000,1,77,66,75,83,70,77,69,59,56,79,59,84,67,63,76,84,79-5,76,83,74,82,80,63,75,78,71,81,73,62,79,60,84,69,73,69
78,26000,2,60,70,76,76,69,68,68,68,70,83,67,78,65,64,78,81,63,58,64,74,54,74,58,71,70,74,64,66,76,76,58,70,70,69,66
78,12000,1,85,69,78,82,58,53,78,67,43,80,68,82,82,70,72,80,86,84,85,77,88,74,57,76,40,70,58,69,72,82,60,76,51,64,50
78,24000,1,83,52,71,80,76,67,79,53,68,78,21,80,71,34,63,81,87,79,82,64,84,57,61,74,65,52,65,69,67,64,37,62,76,81,80
78,56000,2,82,74,69,82,51,76,65,74,56-2,73,71,81,76,58,65,83,89+2,76,87,80,87,78,66-1,82,72+3,71,80,54,82,72,61,83,49,54,39
78,81000,1,71,41,56,62,79,70,41,44,74,76,36,56,29,31,75,67,67,74,69,77,69,49,77,66,69,31,74,82,32,33,45,76,79,78,81
78,39000,1,73,37,68,72,78,77,66,38,81,74,37,70,46,32,78,73,68,77,74,77,67,42,83,76,78,24,76,77,56,68,41,80,74,80,78
78,15000,1,73,56,79,85,66,65,74,52,63,84+1,64,87,74,61,77+2,85,72,74,83,78+10,77,68,64,69,67,55,55,74,58,84,45,84+4,69,62,55
78,30000,2,78,75,77,79,74,78,74,74,67,79+1,60,79,78,82,75,80,77,78,80,70,75,82,80,79-4,78,79,78,76,69,76,53,79,74,77,68
78,20000,1,73,38,65,69,79,82,59,30,59,78,22,66,31,31,65,69,76,71,75,77,73,53,78,93,77,39,84,80,60,65,32,76,85,81,73
78,29000,2,91,71,68,84,23,60,66,70,53,72,59,85,70,46,68,81,91,91,93,78,87,80,68,72,62,70,36,15,74,68,47,70,26,16,22
78,53000,2,78,76,59,76,39,73,40,80,80,68,72,76,69,60,55,76,79,78,76,76,74,79,84,74,72,66,70,24,80,60,71,76,51,29,26
78,22000,1,72,62,70,71,76,79,62,56,58,76,59,71,63,52,74,74,71,72,66,72,70,79,76,86,73,58,85,79,61,71,64,74,73,82,78
78,68000,1,54,54,56,57,78,83,43,51,86,73,41,60,38,30,52,53,45,62,53,72,34,70,70,79,87,50,80,73,48,54,53,80,79,79,75
78,11000,1,71,38,55,48,80,79,32,37,79,72,32,42,40,31,63,54,68,74,52,73,43,50,70,79,80,30,78,77,32,51,47,72,81,82,78
78,81000,2,77,62,77,80,73,73,74,50,32,83,65,77,66,74,77,81,81,74,83,77,93,78,52,85,66,74,82,79,65,73,48,77,79,78,72
78,27000,1,72,67,76,82,54,65,73,65,43,79,65,85,76,71,73,81,77,68,79-4,75,76,70,66,77,66,70,48,62,69,78,65,69,53,57,46
78,12000,1,70,69,75,79,60,66,65,64,54,80,64,79,76,55,78,81,68,71,77,78,75,78,55,77,60,73,68,70,75,80,62,83,61,57,50
78,27000,2,83,64,74,85,44,46,69,63,46,78,64,86,70,54,75,84,87,79,90,76,83,67,57,73,32,64,46,39,73,77,52,71,44,50,32
78,23000,1,71,80,79,80,64,56,78+2,78+3,52,79,76,80-1,88,91+1,77,81,76,66+2,76,77+1,81,85+3,50,71+3,49,84,54,65,76,76,78+3,80,65,67-2,58
78,73000,2,62,52,58,55,76,83,49,47,77,63,47,50,60,59,58,63,58,66,45,72,52,63,89,63,91-1,49,84,74,53,57,59,67,74,79,79
78,29000,1,77,71,77,80,27,58,77,71,23,79,67,81,74,65,74,80,79,76,83,76,70,72,61,70,59,70,41,36,76,78,60,67,30,22,22
78,91000,1,76,74,78,79,65,70,78,74,56,79,72,79,80,80,77,80,78,74-1,78,73,78,73,62+6,75+2,68+3,77,69+4,68+3,69,76,70,69,67+4,65+2,63+4
78,13000,1,75,67,76,84,45,60,76,66,56,77,63,84,74,72,73,83,76,74,86,80,82,67,57,63,54,68,73,46,76,78,72,80,52,41,27
78,25000,1,81,75,72,83,47,67,78,76,51,70,65,86,74,75,65,80,81,81,82,73,84,82,82,80,64,72,52,51,73,75,66,74,35,55,48
78,18000,2,65,71,76,68,77,84,75,66,78,78,71,68,72,71,78,73,61,68,57,73,53,86,66,91,87,76,73,78,71,76,44,74,76,78,76
78,24000,1,76,53,66,67,79,75,54,50,80,76-1,48,65,43,35,67,70,74,78,63,73,62,63,55,70,79,55,74,79,52,71,39,69,78,79,76
78,22000,1,66,60,75,79,67,63,63,59,41,84,43,77,68,55,76,82,70,63,78,74,84,62,82,86,52,65,57,72,65,76,56,74,65,74,65
78,28000,1,74,80,62,75,36,69,56,81,72,73,74,76,68,66,47,77,75,74,74,68,68,82,70,71,79,80,43,29,77,59,69,75,34,33,24
78,25000,2,61,73,75,80,73,59,62,70,41,81,75,79,76,64,79,81,69,55,78,72,90,74,73,71,55,79,51,72,74,77,65,77,75,84,70
78,1000,1,93,64,70,84,33,49,63,66,42,74,57,84,75,42,66,81,94,92,92,77,94,65,66,68,30,55,67,21,76,77,63,78,42,30,29
78,51000,2,75,66,76,76,72,71,72,60,71,82,69,76,69,40,79,79,77,74,68,73,69,76,67,76,69,72,71,70,74,76,49,79,70,74,72
78,24000,1,73,47,65,66,77,76,51,39,55,80,38,62,47,41,71,65,75,71,78,74,87,53,82,92,61,67,90,85,31,60,48,67,76,80,77
78,9000,1,64,34,47,56,77,81,34,29,81,69,30,54,33,26,44,60,63,64,47,75,56,54,74,77,78,22,94,75,39,34,45,72,77,78,73
78,47000,2,72,70,80,79,62,69,77,62,50,83,72,78,83,77,78,80,71,72,88,73,79,80,72,76,62,76,75,66,74,80,78,82,60,65,64
78,68000,2,75,61,75,75,74,72,79,52,68,80,45,73,68,57,69,79,76-1,75,68,76,79,77,73,77,69,69,75,77,67,72,58,71,68,77,81
78,53000,1,69,70,77,77,71,72,74,66,54,82,68,76,70,76,76,79,72,66,76,78,76,76,69,79,68,74,72,76,72,76,74,78,69,76,72
78,40000,2,87,65,72,76,73,78,76,64,68,74,57,76,75,56,69,76,87,87,77,73,78,73,73,84,77,65,75,76,71,71,51,72,67,78,78
78,1000,1,73,66,76,73,74,75,60,63,62,81,45,70,82,84,82,76,70,76,74,73,81,76,80,80,69,76,80,80,47,75,61,70,69,78,77
78,39000,1,62,28,51,57,78,80,46,23,79,65,33,49,29,16,57,65,60,63,67,75,51,40,85,70,84,27,83,76,23,40,19,71,80,77,75
78,35000,1,73,76,56,73,41,76,40,79,75,67,79,72,52,46,35,79,68,77,66,77,53,77,80,72,91,64,41,30,79,70,88,67,32,46,37
78,40000,2,65,80,74,77,71,69,63,77,54,79,85,78,77,75,78,79,66,64,71,78,67,87,52,77,67,87,66,75,75,74,57,76,75,71,66
78,45000,2,84,62,75,84,72,69,78,63,65,79,59,85,69,52,68,83,85,84,86,78,78,58,67,79,64,61,69,75,74,79,58,80,71,74,74
78,13000,3,68,68,78,82,64,51,73,70,52,81,60,83,77,64,78,82,72,65,78,78,78,65,62,71,38,69,58,67,76,80,64,82,66,66,62
78,39000,3,75,74,82,84,71,59,85,72,52,84,76,83,84,82,75,84,82,69,88,83,86,79,63,72,49,82,69,84,76,79,44,75,67,70,77
78,50000,2,79,77,74,82,38,70,76,74,62,75,78,80,70,73,75,85,79,79,87,73,73,83,66,72,65,79,83,26,77,71,74,74,47,30,30
78,31000,1,67,62,73,76,70,73,60,65,58,82,43,75,52,62,80,79,68,67,71,75,70,62,66,81,68,64,75,77,64,74,45,69,60,77,76
78,44000,2,77,67,76,80,71,72,72,55,68,82,68,81,72,68,77,82,76,77,71,73,74,83,46,75,73,78,70,72,68,74,68,70,70,73,66
78,47000,2,77,46,66,69,78,77,74,42,74,73,36,68,52,34,63,70,74,79,66,74,73,60,77,77,76,41,80,75,55,58,46,73,77,81,86
78,44000,2,75,37,50,60,79,76,36,30,74,70,31,55,35,28,65,62,77,73,62,72,76,49,71,65,82,41,75,79,31,28,50,67,80,80,77
78,20000,1,76,50,63,73,77,84,46,36,55,73,41,71,45,37,73,73,78,75,78,76,78,80,78,90,80,54,86,78,55,68,38,71,80,80,78
78,25000,1,65,82,56,77,32,57,36,86,76,74,73,79,60,53,35,81,63,66,60,78,57,78,68,60,61,80,38,11,75,60,77,70,55,12,16
78,78000,2,77,46,69,75,77,74,78,33,68,74,41,74,75,39,68,75,75,79,79,72,77,67,77,87,68,51,74,76,64,60,49,72,79,78,78
78,81000,1,59,62,73,70,73,75,66,57,57,80,39,68,69,56,77,76,58,60,65,75,62,76,69,92,68,67,74,76,63,72,62,77,76,75,72
78,46000,2,68,63,71,74,77,75,64,54,73,78,68,75,68,38,75,77,68,68,64,72,62,76,64,85,71,73,74,80,68,73,40,74,77,78,76
78,45000,2,86,49,73,78,72,72,78,37,52,76,29,79,66,75,65,78,85,86,78,76,77,60,68,78,64,59,87,76,69,69,64,72,69,75,80
78,25000,1,88,74,71,85,32,58,74,70,32,70,59,86,76,73,68,81,89,88,92,78,86,80,53,71,62,82,34,23,70,72,72,75,41,28,30
78,31000,1,75,41,66,74,76,79,76,32,64,73,29,76,64,37,59,74,74,76,63,77,65,68,70,85,78,35,74,78,64,55,35,79,74,80,78
78,46000,2,85,53,69,75,74,77,74,51,67,74,43,74,31,54,73,76,84,86,78,76,77,56,82,90+1,69,50,79,75,70,64,56,76,74,76,77
78,22000,1,82,50,77,75,70,72,91+1,40,59,77+1,43,73,80,69+2,72,78,78,85,77,79,74,75,66,85,66,46,72,69,62,70,41,71,69,74-4,75
78,28000,1,90,65,74,77,71,71,79,62,55,78,43,78,74,68,70,79,89,90,74,70,61,80,73,70,70,61,75,72,69,65,67,69,67,78,79
78,29000,1,90,73,74,79,46,61,75,73,65,73,71,82,81,78,71,77,90,90,83,69,68,71,57,80,58,76,44,33,75,74,60,71,51,41,55
78,54000,2,65,28,47,54,80,79,45,22,79,59,28,49,29,23,59,61,62,68,51,71,58,39,67,67,86,29,77,80,29,31,26,70,79,80,79
78,44000,2,83,76,70,81,42,71,71,74,62,72,72,84,64,46,62,81,82-2,83,76,74,75,84,87,79,66,79,68,42,72,78,58,75,42,37,40
78,23000,1,84,63,69,75,71,84,77,56,61,71,52,74,55,58,56,76,82,86,75,73,86,81,77,92,80,62,86,71,76,72,54,69,68,75,82
78,18000,1,70,77,59,73,41,77,46,81,81,68,77,73,68,35,44,77,69,70,60,77,68,79,80,74,82,67,66,27,80,72,68,77,45,37,29
78,25000,2,69,44,58,66,78,78,35,26,77,73,34,64,47,71,59,70,70,68,64,74,57,73,80,64,84,57,82,75,52,51,41,72,78,81,73
78,15000,1,74,76,78,77,42,69,78,72,45,78,67,78,78,83,76,77,79,70,75,77,76,84,65-1,88,68,81,49,45,76,78,75,76,33,47,48
78,16000,2,59,42,48,47,77,83,44,24,88,54,44,40,40,43,50,52,60,59,53,69,60,68,91,61,90,58,92,64,35,44,46,60,77,81,80
78,69000,1,88,78,68,78,37,71,65,81,63,72,68,79,69,47,63,78,85,91,75,75,71,78,72,71,74,75,61,34,80,71,72,73,33,39,27
78,27000,2,67,47,58,62,80,67,44,28,76,66,30,58,41,70,68,66,66,68,63,78,66,75,76,53,69,62,78,82,40,50,64,74,77,82,80
78,50000,2,63,73,80,73,63,75,73,67,67,84,59,74,69,73,85,76,63,63,62,72,65,85,64,76,71,81,84,63,70,83,71,78,60,65,61
78,51000,1,70,50,51,62,78,77,47,49,78,66,52,59,34,27,57,66,66,74,60,73,58,57,82,69,80,44,78,76,58,36,53,64,78,77,80
78,60000,1,72,77,59,71,40,79,46,79,83,65,69,71,68,64,48,74,68+3,75,65,75,61,80,77,70,85,71,74,40,79,64,81,74,39,30,29
78,28000,2,75,55,77,75,74,72,89,43,60,78,54,75,87,89,69,78,74,76,68,76,74,79,72,75,73,55,64,72,67,65,61,71,76,78,77
78,19000,2,62,70,76,67,74,87,74,58,75,78,69,64,80,79,76,75,59,65,62,74,57,85,67,91,88,82,83,74,67,71,74,71,72,76,73
78,69000,1,87,75,64,75,38,73,52,80,73,71,69,74,63,45,60,77,86,88,74,74,74,74,65,72,74,66,73,40,79,71,75,78,29,39,25
78,46000,2,48,57,61,65,78,80,51,50,75,75,42,62,47,41,70,73,42,52,55,72,57,75,76,73,83,66,81,81,46,46,43,77,80,76,73
78,46000,2,52,39,65,63,77,82,37,25,67,80,35,59,49,53,71,72,56,48,57,72,59,60,65,78,83,43,88,80,50,70,54,75,77,79,74
78,24000,1,51,73,80,76,61,72,71,71,73,84,70,77,75,78,78,83+2,45,56,55,76,58,74,47,91,76,75,45,69,81,83,66,77,68,53,32
78,32000,1,87,51,72,77,72,72,80,48,54,77,49,79,59,42,70,76,88,87,76,76,73,63,60,77+1,73,40,68,73,72,67,56,73,74+2,75,75
78,48000,1,62,32,57,54,80,75,49,25,74,68,30,42,45,33,64,68,58,65,56,75+1,57,52,74+5,68,78+1,24,76,81+1,27,51,55,73,81+1,81+1,78+1
78,56000,2,72,67,77,81,43,65,74,64,58,80,64,83,80,70,74,85,69,75,72,68,71,72,64,68-2,69,66,52,30,78,80,68,76,61,34,30
78,15000,2,72,71,78,83,38,41,75,66,42,78,65,82,80,77,76,83,73,71,90,72,91,83,55,41,38,73,43,35,62,84,71,74,52,30,22
78,23000,1,68,35,52,63,76,78,36,25,79,75,36,60,33,29,49,71,66,70,53,75,48,61,87,74,82,29,71,74,30,41,45,67,71,81,79
78,16000,1,74,65,75,80,70,69,82,65,56,78,59,79,79,51,67,80,75,74,82,76,83,63,73,87,59,64,68,69,75,75,78,82,66,76,75
78,76000,2,88,63,74,78,62,71,78,60,43,78,49,77,61,60,74,78,86,90,85,72,77,74,65,93,60,66,72,64,68,68,49,76,64,64,68
78,46000,1,84,71,71,78,71,77,78,66,72,74,68,81,72,48,66,79,83,85,66,76,67,81,80,79,79,77,71,70,73,70,58,72,70,71,72
78,34000,2,57,77,80,78,60,69,79,72,73,79,74,78,79,82,80,81,55,58,78,71,74,83,54,69,73,80,63,62,78,80,78,78,60,59,49
78,1000,3,65,57,71,67,75,80,59,42,75,79,40,63,52,62,80,77,61,68,59,74,52,81,74,75,83,69,80,76,52,68,78,80,72,77,71
78,30000,2,64,55,66,70,79,76,45,50,72,77,40,66,42,43,76,76,65,64,67-4,78,65,65,73,76,76,62,78,81,60,73,50,74,81,80,75
78,22000,2,66,56,52,62,78,87,39,45,81,63,63,63,35,55,66,68,63,69-2,51,69,30,78,68,82,94,58,80,71,37,41,62,73,78,80,78
78,23000,1,77,68,77,78,67,75,75,59,33,77,71,77,73,75,79,77,79,75,77,78,87,80,77,84,69,76,80,74,72,77,55,75,67,74,70
78,54000,2,84,49,72,78,73,69,77,27,60,74,53,77,68,66,72,76,88,80-1,88,76+1,89,69,92,91,54,73,73,75+2,59,64,60,73,71+1,76,76
78,15000,3,73,76,69,73,46,77,69,76,81,71,77,74,71,45,67,74,69,76,73,76,49,79,68,76,78,68,80,51,83,71,90,74,46,36,28
78,38000,1,67,78,62,70,38,77,63,81,79,66,71,70-2,69,69,48,74-2,67,67,66,76+1,52,79,69,73,84,72,67,24,82+2,61,77,72,47,30,17
78,29000,2,78,69,77,79,45,58,81,69,40,79,62,80+1,69,71,70+1,78+1,78,78,78,76+1,77,68+1,61,73+2,56,68+5,43,47,77+2,77+1,70,68,49,44+11,40+10
78,45000,2,71,64,70,70,76,78,79,57,78,76,55,69,76,73,62,74,68,74,63,75,59,79,83,79-1,78,67,73,73,61,54,67,70,76+1,79,74
78,15000,1,71,78,59,75,31,70,49,81,85,68,68,73,48,42,53,77,70,72,78,80,68,75,77,72,73,78,58+10,23,80,66,70,79,22,29,26
78,25000,1,51,49,50,47,79,80,44,45,82,66,50,36,32,26,57,62,52,50,36,76,52,55,85,84,80,54,74,80,35,33,51,58,78,79,78
78,41000,2,72,78,52,72,37,78,44,81,78,64,76,72,48,62,38,76,68,75,64,74,58,86,79,66,91,64,60,20,78,46,68,76,52,24,22
78,23000,1,81,72,74,83,48,73,72,73,67,76,66,86,82,76,68,79,80,82,87,73,75,76,67,81,69,74,73,31,71,76,54,73,68,37,32
78,18000,3,50,80,76,80,35,55,76,78,73,74,84,80,84,81,73,87,55,45,73,81,57,81,42,44,67,80,41,31,85,80,84,85,32,32,21
78,13000,3,67,71,78,81,40,58,77,70,47,78,68,83,82,74,76,82,69,65,79,73,75,71,70,53,54,72,73,41,75,80,67,83,48,33,32
78,57000,2,46,46,58,54,79,71,55,30,78,71,44,49,55,31,66,62,40,51,47,72,61,69,83,52,77,54,79,79,51,39,55,76,79,79,78
78,12000,2,77,78,64,80,30,63,60,81,71,67,70,80,69,68,45,78,79,75,88,84,77,74,76,74,61,75,50,37,83,74,76,70,36,12,14
78,32000,2,69,64,75,73,76,77,69,61,75,86,63,73,67,64,74,76,68,69,65,76,62,73,62,84,79,59,69,77,64,65,75,82,72,80,70
78,17000,2,53,59,72,69,77,78,67,47,62,75,41,62,57,66,79,76,66,42,75,76,71,77,79,77,76,66,84,78,67,71,70,79,80,79,77
78,20000,2,80,77,71,78,46,72,66,77,76,75,74,76,76,73,68,80,77,83,84,74,80,77,84,77,75,75,57,59,80,71,79,79,25,55,24
78,26000,3,71,77,74,78,43,74,72,77,54,78,74,79,74,68,65,77,73,70,77,74,74,83,56,74,74,70,76,34,78,78,74,80,35,51,50
78,24000,2,70,74,79,77,65,71,77,66,58,76,75,76,82,79,78,78,69,70,79,80,74,83,69,67,72,80,73,69,74,84,75,81,68,65,59
78,125000,3,71,73,79,80,64,71,78,71,65,80,78,80,79,64,79,81,75,68,82,75,76,75,78,65,70,75,80,61,77,81,73,83,69,63,60
78,54000,3,63,79,64,71,36,78,45,78,83,72,78,71,65,68,63,72,62,63,67,75,60,84,82,63,86,77,78,28,77,68,80,70,33,31,30
78,30000,2,49,60,71,66,78,77,59,54,60,78,53,62,70,62,72,71,57,42,64,78,61,72,70,72,77,64,83,82,58,70,60,86,80,79,78
78,69000,3,58,77,72,74,44,67,66,78,78,78,81,74,70,68,58,79,56,60,65,79,64,79,80,55,70,71,73,41,82,78,79,79,38,41,38
78,11000,3,75,81,75,76,46,76,75,77,66,76,88,78,80,75,67,78,76,75,67,76,70,92,71,70,81,80,70,36,75,79,83,79,54,39,39
78,4000,1,43,80,63,72,40,70,56,84,84,71,80,66,54,66,44,84,47,39,67,84,67,76,72,63,71,73,75,33,84,73,84,82,50,24,29
78,18000,2,36,51,66,65,79,71,60,45,79,73,51,63,42,48,72,73,33,38,51,70,60,55,79,54,76,58,76,79,50,67,64,70,83,77,76
78,31000,3,73,66,72,74,77,74,77,62,74,75,62,74,74,61,73,75,74,73,74,78,73,74,81,74,72,68,79,76,63,64,66,75,78,78,78
78,36000,2,38,75,73,69,75,78,67,73,78,78,76,70,69,54,76,77,37,39,50,78,48,79,61,86,79,77,72,77,74,75,65,80,70,77,74
78,41000,2,69,76,79,79,32,56,79,77,47,80,69,80,80,78,78,79,71,67,80,79,70,76,65,60,57,75,46,40,78,79,66,68,30,26,27
78,73000,3,51,64,82,80,73,66,76,46,60,84,74,80,78,76,86,85,45,55,65,80,73,84,61,63,69,84,64,76,50,84,76,82,78,72,68
78,23000,2,62,63,67,69,76,80,47,59,86,82,59,66,55,44,77,77,62,62,62,73,53,82,91,76,79,54,86,78,62,63,61,80,70,77,75
78,38000,2,64,62,73,75,73,77,60,54,60,80,62,73,68,50,80,77,65,63,74,80,70,74,67,82,74,66,83,76,64,74,69,83,69,78,73
78,79000,3,62,71,79,78,77,65,84,63,74,79,63,77,81,81,74,80,66,59-2,69,81,83,84,67,68,59,71,74,79-1,73,76,90,84,76-1,78-1,77-1
78,45000,2,75,71,77,81,77,71,81,59,63,79,53,81,84,69,77,82,77,73,77,79,76,87,75,74,67,87,75,78,77,69,59,81,78,79,78
78,24000,3,48,75,61,63,34,85,44,74,90,70,79,64,56,40,60,76,42,53,28,83,33,81,75,77,90,67,87,25,83,70,76,76,21,33,33
78,23000,2,34,60,70,63,79,65,65,51,79,76,49,59,70,78,76,76,37,31,38,77,61,77,70,33,75,69,81,80,43,56,69,81,80,79,76
78,26000,3,59,59,77,73,73,71,69,47,59,82,55,71,66,67,74,78,53,63,70,74,68,76,75,78,67,68,70,78,64,83,69,74,70,77,75
78,36000,2,68,69,79,78,69,67,77,66,47,81,66,77,79,73,77,80,72,65,81,79,78,75,73,74,65,73,64,76,73,78,58,83,76,65,68
78,44000,2,74,67,71,76,77,73,76,58,72,76,64,76,72,66,74,78,77,72,70,78,68,80,70,77,72,76,72,82,66,56,55,78,74,78,76
78,73000,2,81,52,72,77,76,72,76,38,68,76,60,77,69,44,72,77,77,85,75,76,75,68,75,76,69,60,76,76,74,68,48,78,78,76,76
78,60000,2,58,32,59,52,78,72,52,28,79,72,46,39,32,25,62,70,58,58,46,78,57,42,79,61,75,24,78,79,28,55,44,72,76,79,79
78,31000,3,40,35,52,60,77,69,36,40,76,62,34,58,33,32,56,62,36,43,58,73,54,29,72,33,80,29,84,78,40,55,43,69,77,78,77
78,28000,2,91,70,68,85,35,67,68,67,50,74,69,87,77,40,61,82,93,90,90,73,79,77,68,74,64,72,66,32,73,67,62,71,38,32,28
78,87000,2,79,73,76,81,43,65,77,71,64,80,75,81,77,76,75,82,79,79,81,74,73,77,73,73,62,72,58,35,76,67,75,73,31,52,51
78,24000,1,54,61,69,67,77,81,65,60,67,77,42,61,52,54,73,74,46,61,66,77,67,74,79,81,78,53,90,79,58,65,71,72,75,81,75
78,24000,2,74,65,70,74,78,72,79,66,83,76,43,72,70,36,68,79,75,73,67,80,71,70,82,76,69,60,74,76,67,60,74,66,78,78,77
78,28000,2,58,49,68,70,78,72,53,39,77,76,40,69,56,44,76,72,62,55,64,78,66,67,77,63,76,56,72,80,60,72,41,75,80,77,76
78,105000,2,78,70,74,81,73,71,76,69,70,76,64,82,75,61,70,81,79,77,76,76,82,74,66,85,69,69,62,73,76,72,75,75,74,74,71
78,54000,2,78,59,75,79,74,72,78,57,63,77,51,80,77,45,76,79,77,78,79,79,66,60,70,78,67,66,78,75,65,73,52,81,71,79,80
78,39000,2,72,73,79,81,67,74,83,68,58,77,82,80,88,82,78,80,76,69,86,76,91,78,68,92,65,78,76,75,70,75,70,78,68,66,63
78,53000,2,45,33,57,54,80,75,45,29,78,70,28,50,33,31,60,59,41,49,47,76,50,40,73,64,78,29,80,78,47,54,43,74,81,80,79
78,0,3,75,78,63,73,35,71,56,80,75,72,74,72,66,47,51,75,74,75,71,75,71,79,74,69,76,74,61,28,83,66,70,75,33,33,25
78,73000,2,66,32,46,56,82,77,45,22,76,50,22,55,38,24,58,55,63,68,58,64,58,60,82,61,84,28,78,80,35,38,38,68,86,82,78
78,30000,2,52,73,81,78,67,60,78,71,59,83,58,79,80,76,82,80,55,50,68,77,67,78,53,34,68,78,72,74,71,81,73,71,58,76,62
78,30000,3,76,72,75,75,76,70,80,67,63,76,66,75,68,74,74,76,76,76,72,74,78,80,75,76,66,76,72,78,73,71,74,79,79,77,76
78,50000,2,90,75,73,79,36,71,79,74,63,74,85,80,71,68,63,78,90,90,75,77,79,80,74,74,77,75,53,23,71,75,67,76,35,39,32
